	gender
2998	0
2999	0
3000	0
3001	1
3002	1
3003	1
3004	0
3005	0
3006	1
3007	1
3008	0
3009	0
3010	0
3011	1
3012	0
3013	1
3014	0
3015	1
3016	1
3017	0
3018	1
3019	0
3020	0
3021	0
3022	1
3023	1
3024	0
3025	1
3026	0
3027	0
3028	0
3029	1
3030	0
3031	1
3032	0
3033	0
3034	1
3035	1
3036	1
3037	1
3038	0
3039	1
3040	0
3041	1
3042	0
3043	0
3044	0
3045	0
3046	0
3047	1
3048	0
3049	0
3050	1
3051	1
3052	0
3053	0
3054	0
3055	0
3056	0
3057	0
3058	0
3059	0
3060	0
3061	0
3062	1
3063	0
3064	0
3065	1
3066	0
3067	0
3068	1
3069	1
3070	1
3071	1
3072	0
3073	0
3074	1
3075	0
3076	0
3077	1
3078	1
3079	1
3080	0
3081	0
3082	1
3083	0
3084	1
3085	1
3086	0
3087	1
3088	0
3089	0
3090	0
3091	0
3092	0
3093	0
3094	1
3095	0
3096	1
3097	0
3098	1
3099	0
3100	1
3101	1
3102	0
3103	0
3104	0
3105	1
3106	0
3107	1
3108	0
3109	1
3110	0
3111	0
3112	1
3113	0
3114	0
3115	1
3116	0
3117	0
3118	0
3119	0
3120	0
3121	0
3122	1
3123	0
3124	1
3125	0
3126	0
3127	0
3128	0
3129	1
3130	0
3131	0
3132	0
3133	0
3134	0
3135	0
3136	0
3137	0
3138	1
3139	1
3140	1
3141	0
3142	0
3143	0
3144	0
3145	0
3146	1
3147	0
3148	0
3149	1
3150	1
3151	0
3152	0
3153	1
3154	1
3155	0
3156	0
3157	0
3158	1
3159	1
3160	0
3161	1
3162	0
3163	1
3164	1
3165	0
3166	1
3167	0
3168	1
3169	1
3170	0
3171	0
3172	1
3173	0
3174	0
3175	0
3176	0
3177	0
3178	0
3179	0
3180	0
3181	0
3182	0
3183	1
3184	0
3185	0
3186	0
3187	0
3188	0
3189	0
3190	1
3191	0
3192	0
3193	1
3194	0
3195	0
3196	0
3197	0
3198	0
3199	1
3200	0
3201	0
3202	1
3203	1
3204	1
3205	1
3206	1
3207	0
3208	1
3209	0
3210	0
3211	1
3212	1
3213	0
3214	0
3215	1
3216	1
3217	0
3218	0
3219	0
3220	0
3221	1
3222	1
3223	0
3224	1
3225	0
3226	0
3227	1
3228	1
3229	0
3230	0
3231	1
3232	0
3233	0
3234	1
3235	0
3236	1
3237	1
3238	0
3239	1
3240	0
3241	1
3242	1
3243	0
3244	0
3245	0
3246	1
3247	1
3248	1
3249	0
3250	0
3251	0
3252	1
3253	0
3254	0
3255	0
3256	1
3257	1
3258	1
3259	0
3260	0
3261	1
3262	1
3263	1
3264	0
3265	1
3266	0
3267	1
3268	0
3269	0
3270	1
3271	0
3272	1
3273	0
3274	1
3275	0
3276	0
3277	0
3278	0
3279	0
3280	0
3281	0
3282	0
3283	0
3284	1
3285	0
3286	1
3287	1
3288	1
3289	1
3290	0
3291	0
3292	0
3293	1
3294	0
3295	1
3296	0
3297	1
3298	1
3299	0
3300	0
3301	1
3302	0
3303	0
3304	0
3305	0
3306	0
3307	0
3308	1
3309	0
3310	0
3311	0
3312	0
3313	1
3314	1
3315	0
3316	0
3317	0
3318	0
3319	1
3320	1
3321	0
3322	0
3323	0
3324	0
3325	1
3326	0
3327	0
3328	1
3329	0
3330	1
3331	0
3332	0
3333	0
3334	1
3335	0
3336	0
3337	0
3338	0
3339	0
3340	1
3341	0
3342	1
3343	0
3344	0
3345	0
3346	0
3347	0
3348	0
3349	0
3350	1
3351	0
3352	0
3353	0
3354	1
3355	1
3356	0
3357	0
3358	1
3359	0
3360	0
3361	1
3362	0
3363	0
3364	1
3365	0
3366	1
3367	1
3368	0
3369	0
3370	0
3371	1
3372	0
3373	1
3374	1
3375	0
3376	1
3377	0
3378	0
3379	0
3380	1
3381	0
3382	1
3383	0
3384	0
3385	1
3386	1
3387	1
3388	0
3389	0
3390	1
3391	0
3392	1
3393	1
3394	0
3395	1
3396	0
3397	1
3398	1
3399	1
3400	1
3401	1
3402	0
3403	0
3404	1
3405	0
3406	0
3407	0
3408	0
3409	0
3410	1
3411	0
3412	1
3413	0
3414	0
3415	0
3416	0
3417	0
3418	1
3419	0
3420	1
3421	1
3422	0
3423	0
3424	1
3425	1
3426	0
3427	1
3428	0
3429	0
3430	1
3431	0
3432	0
3433	0
3434	1
3435	0
3436	1
3437	1
3438	1
3439	0
3440	1
3441	0
3442	0
3443	0
3444	1
3445	0
3446	1
3447	0
3448	0
3449	0
3450	0
3451	0
3452	1
3453	0
3454	1
3455	0
3456	0
3457	1
3458	1
3459	0
3460	0
3461	0
3462	0
3463	0
3464	0
3465	1
3466	0
3467	1
3468	0
3469	0
3470	1
3471	0
3472	0
3473	0
3474	1
3475	0
3476	0
3477	1
3478	1
3479	1
3480	0
3481	0
3482	0
3483	0
3484	0
3485	1
3486	1
3487	0
3488	0
3489	0
3490	0
3491	1
3492	0
3493	0
3494	0
3495	1
3496	1
3497	0
3498	1
3499	0
3500	1
3501	0
3502	0
3503	0
3504	1
3505	1
3506	0
3507	0
3508	0
3509	1
3510	1
3511	0
3512	0
3513	1
3514	0
3515	1
3516	0
3517	1
3518	0
3519	1
3520	0
3521	0
3522	1
3523	1
3524	1
3525	0
3526	1
3527	0
3528	0
3529	0
3530	0
3531	0
3532	0
3533	0
3534	0
3535	0
3536	1
3537	1
3538	0
3539	0
3540	1
3541	0
3542	0
3543	1
3544	1
3545	0
3546	0
3547	1
3548	1
3549	1
3550	0
3551	0
3552	1
3553	0
3554	1
3555	0
3556	0
3557	1
3558	0
3559	0
3560	1
3561	0
3562	0
3563	1
3564	0
3565	0
3566	0
3567	0
3568	1
3569	0
3570	1
3571	0
3572	1
3573	1
3574	1
3575	0
3576	1
3577	0
3578	1
3579	1
3580	0
3581	1
3582	0
3583	0
3584	1
3585	1
3586	0
3587	0
3588	0
3589	1
3590	0
3591	1
3592	0
3593	0
3594	0
3595	1
3596	0
3597	1
3598	1
3599	0
3600	0
3601	1
3602	1
3603	0
3604	0
3605	1
3606	0
3607	0
3608	1
3609	1
3610	0
3611	0
3612	0
3613	0
3614	0
3615	0
3616	0
3617	1
3618	1
3619	0
3620	0
3621	0
3622	1
3623	0
3624	0
3625	0
3626	1
3627	0
3628	0
3629	1
3630	0
3631	0
3632	1
3633	0
3634	0
3635	0
3636	0
3637	1
3638	0
3639	0
3640	0
3641	0
3642	0
3643	0
3644	1
3645	0
3646	0
3647	0
3648	0
3649	0
3650	0
3651	1
3652	0
3653	0
3654	0
3655	0
3656	0
3657	1
3658	0
3659	0
3660	0
3661	0
3662	0
3663	1
3664	0
3665	1
3666	0
3667	0
3668	0
3669	1
3670	0
3671	0
3672	0
3673	0
3674	0
3675	1
3676	0
3677	1
3678	0
3679	0
3680	0
3681	0
3682	1
3683	0
3684	1
3685	1
3686	0
3687	0
3688	0
3689	0
3690	0
3691	0
3692	0
3693	1
3694	0
3695	1
3696	1
3697	0
3698	1
3699	0
3700	0
3701	0
3702	0
3703	1
3704	1
3705	0
3706	1
3707	1
3708	0
3709	1
3710	0
3711	0
3712	1
3713	0
3714	0
3715	0
3716	0
3717	0
3718	0
3719	0
3720	0
3721	0
3722	1
3723	0
3724	1
3725	1
3726	0
3727	1
3728	0
3729	0
3730	1
3731	0
3732	1
3733	0
3734	0
3735	0
3736	0
3737	1
3738	1
3739	0
3740	0
3741	1
3742	0
3743	0
3744	1
3745	0
3746	0
3747	1
3748	0
3749	0
3750	0
3751	1
3752	0
3753	1
3754	1
3755	0
3756	0
3757	0
3758	1
3759	0
3760	0
3761	1
3762	0
3763	0
3764	1
3765	0
3766	0
3767	0
3768	0
3769	0
3770	0
3771	0
3772	0
3773	1
3774	0
3775	1
3776	0
3777	1
3778	0
3779	0
3780	1
3781	1
3782	0
3783	0
3784	1
3785	1
3786	0
3787	1
3788	1
3789	1
3790	0
3791	1
3792	0
3793	1
3794	1
3795	0
3796	0
3797	0
3798	0
3799	0
3800	0
3801	0
3802	0
3803	0
3804	0
3805	1
3806	1
3807	0
3808	1
3809	0
3810	1
3811	0
3812	0
3813	1
3814	1
3815	1
3816	1
3817	1
3818	1
3819	1
3820	0
3821	0
3822	0
3823	1
3824	1
3825	1
3826	1
3827	0
3828	0
3829	1
3830	0
3831	0
3832	1
3833	1
3834	1
3835	1
3836	0
3837	1
3838	0
3839	0
3840	0
3841	0
3842	1
3843	1
3844	1
3845	0
3846	1
3847	1
3848	0
3849	1
3850	1
3851	1
3852	0
3853	1
3854	0
3855	1
3856	1
3857	1
3858	0
3859	0
3860	1
3861	1
3862	0
3863	1
3864	0
3865	0
3866	1
3867	0
3868	0
3869	0
3870	0
3871	0
3872	1
3873	1
3874	0
3875	1
3876	1
3877	1
3878	0
3879	1
3880	1
3881	0
3882	1
3883	0
3884	0
3885	0
3886	1
3887	0
3888	1
3889	0
3890	0
3891	0
3892	0
3893	1
3894	0
3895	0
3896	1
3897	1
3898	0
3899	0
3900	0
3901	1
3902	1
3903	0
3904	0
3905	1
3906	1
3907	1
3908	1
3909	0
3910	1
3911	1
3912	0
3913	0
3914	0
3915	1
3916	1
3917	1
3918	0
3919	0
3920	0
3921	1
3922	1
3923	0
3924	0
3925	0
3926	1
3927	0
3928	0
3929	0
3930	0
3931	0
3932	0
3933	1
3934	0
3935	0
3936	0
3937	1
3938	1
3939	1
3940	0
3941	0
3942	0
3943	0
3944	0
3945	1
3946	1
3947	0
3948	0
3949	1
3950	1
3951	0
3952	0
3953	0
3954	0
3955	0
3956	0
3957	1
3958	1
3959	1
3960	1
3961	0
3962	0
3963	1
3964	0
3965	0
3966	0
3967	1
3968	0
3969	0
3970	1
3971	1
3972	0
3973	1
3974	0
3975	1
3976	0
3977	0
3978	0
3979	1
3980	1
3981	1
3982	1
3983	1
3984	0
3985	1
3986	0
3987	1
3988	0
3989	0
3990	0
3991	1
3992	1
3993	1
3994	1
3995	1
3996	0
3997	0
3998	1
3999	0
4000	1
4001	0
4002	1
4003	1
4004	1
4005	0
4006	1
4007	1
4008	0
4009	0
4010	1
4011	1
4012	1
4013	0
4014	1
4015	0
4016	0
4017	0
4018	1
4019	0
4020	1
4021	0
4022	0
4023	0
4024	1
4025	0
4026	1
4027	0
4028	1
4029	1
4030	1
4031	0
4032	0
4033	0
4034	1
4035	1
4036	0
4037	1
4038	0
4039	0
4040	0
4041	0
4042	0
4043	0
4044	0
4045	0
4046	1
4047	0
4048	0
4049	0
4050	0
4051	1
4052	1
4053	0
4054	1
4055	0
4056	0
4057	1
4058	0
4059	0
4060	0
4061	1
4062	0
4063	1
4064	0
4065	1
4066	1
4067	0
4068	1
4069	0
4070	0
4071	0
4072	0
4073	0
4074	1
4075	1
4076	0
4077	0
4078	1
4079	1
4080	1
4081	1
4082	0
4083	0
4084	0
4085	0
4086	0
4087	0
4088	0
4089	0
4090	1
4091	1
4092	0
4093	1
4094	1
4095	1
4096	0
4097	1
4098	0
4099	0
4100	0
4101	0
4102	0
4103	0
4104	0
4105	1
4106	0
4107	0
4108	1
4109	0
4110	1
4111	1
4112	0
4113	1
4114	0
4115	1
4116	1
4117	1
4118	0
4119	0
4120	1
4121	1
4122	0
4123	1
4124	1
4125	0
4126	0
4127	0
4128	1
4129	0
4130	0
4131	1
4132	0
4133	1
4134	0
4135	0
4136	0
4137	0
4138	0
4139	1
4140	0
4141	0
4142	0
4143	0
4144	1
4145	1
4146	1
4147	1
4148	1
4149	1
4150	0
4151	0
4152	0
4153	0
4154	0
4155	0
4156	0
4157	1
4158	0
4159	0
4160	1
4161	0
4162	0
4163	0
4164	0
4165	0
4166	1
4167	0
4168	0
4169	1
4170	0
4171	0
4172	0
4173	0
4174	1
4175	0
4176	0
4177	0
4178	0
4179	0
4180	0
4181	1
4182	0
4183	0
4184	0
4185	0
4186	0
4187	0
4188	1
4189	0
4190	0
4191	1
4192	1
4193	0
4194	0
4195	1
4196	0
4197	0
4198	1
4199	0
4200	1
4201	0
4202	1
4203	1
4204	1
4205	0
4206	1
4207	1
4208	0
4209	1
4210	1
4211	1
4212	0
4213	1
4214	0
4215	0
4216	1
4217	0
4218	0
4219	0
4220	1
4221	0
4222	1
4223	1
4224	0
4225	0
4226	0
4227	0
4228	0
4229	0
4230	0
4231	1
4232	0
4233	0
4234	0
4235	0
4236	0
4237	0
4238	1
4239	0
4240	1
4241	0
4242	1
4243	0
4244	0
4245	0
4246	0
4247	0
4248	0
4249	0
4250	0
4251	1
4252	0
4253	0
4254	0
4255	1
4256	1
4257	1
4258	0
4259	0
4260	0
4261	0
4262	0
4263	0
4264	0
4265	0
4266	0
4267	0
4268	0
4269	1
4270	0
4271	1
4272	1
4273	0
4274	0
4275	1
4276	1
4277	1
4278	1
4279	1
4280	1
4281	0
4282	0
4283	0
4284	1
4285	0
4286	0
4287	1
4288	0
4289	0
4290	0
4291	0
4292	1
4293	0
4294	0
4295	0
4296	0
4297	1
4298	0
4299	1
4300	1
4301	1
4302	0
4303	1
4304	0
4305	1
4306	0
4307	1
4308	1
4309	0
4310	0
4311	1
4312	1
4313	1
4314	1
4315	0
4316	0
4317	0
4318	1
4319	0
4320	0
4321	0
4322	0
4323	1
4324	1
4325	0
4326	0
4327	1
4328	1
4329	1
4330	1
4331	0
4332	1
4333	1
4334	0
4335	0
4336	1
4337	0
4338	1
4339	1
4340	0
4341	0
4342	1
4343	1
4344	0
4345	1
4346	1
4347	0
4348	0
4349	0
4350	0
4351	0
4352	0
4353	0
4354	0
4355	0
4356	1
4357	0
4358	0
4359	1
4360	0
4361	0
4362	0
4363	0
4364	0
4365	0
4366	0
4367	0
4368	1
4369	0
4370	1
4371	0
4372	1
4373	0
4374	1
4375	0
4376	0
4377	0
4378	0
4379	0
4380	1
4381	1
4382	0
4383	0
4384	0
4385	0
4386	0
4387	1
4388	0
4389	0
4390	1
4391	1
4392	0
4393	1
4394	1
4395	0
4396	0
4397	0
4398	0
4399	0
4400	0
4401	0
4402	0
4403	0
4404	0
4405	1
4406	0
4407	1
4408	0
4409	1
4410	1
4411	0
4412	0
4413	0
4414	1
4415	1
4416	0
4417	1
4418	1
4419	0
4420	0
4421	0
4422	0
4423	0
4424	1
4425	0
4426	0
4427	0
4428	0
4429	0
4430	1
4431	0
4432	1
4433	1
4434	0
4435	1
4436	1
4437	0
4438	0
4439	1
4440	0
4441	1
4442	1
4443	0
4444	0
4445	0
4446	1
4447	1
4448	1
4449	1
4450	0
4451	0
4452	0
4453	1
4454	0
4455	0
4456	1
4457	1
4458	0
4459	0
4460	0
4461	1
4462	0
4463	1
4464	0
4465	0
4466	0
4467	0
4468	1
4469	0
4470	0
4471	1
4472	0
4473	1
4474	0
4475	1
4476	1
4477	1
4478	0
4479	1
4480	1
4481	0
4482	1
4483	0
4484	0
4485	1
4486	1
4487	0
4488	1
4489	0
4490	0
4491	0
4492	1
4493	1
4494	0
4495	0
4496	1
4497	1
4498	0
4499	1
4500	1
4501	0
4502	0
4503	0
4504	1
4505	1
4506	0
4507	1
4508	1
4509	1
4510	1
4511	1
4512	0
4513	1
4514	1
4515	0
4516	0
4517	0
4518	0
4519	1
4520	1
4521	0
4522	0
4523	0
4524	0
4525	1
4526	0
4527	0
4528	0
4529	1
4530	1
4531	0
4532	0
4533	1
4534	1
4535	1
4536	1
4537	0
4538	1
4539	1
4540	0
4541	0
4542	1
4543	0
4544	0
4545	1
4546	1
4547	1
4548	1
4549	1
4550	0
4551	1
4552	1
4553	0
4554	0
4555	0
4556	0
4557	1
4558	0
4559	0
4560	1
4561	0
4562	0
4563	0
4564	1
4565	1
4566	1
4567	0
4568	0
4569	1
4570	1
4571	1
4572	0
4573	0
4574	1
4575	0
4576	0
4577	0
4578	0
4579	1
4580	0
4581	0
4582	0
4583	1
4584	1
4585	0
4586	1
4587	1
4588	0
4589	1
4590	0
4591	0
4592	0
4593	0
4594	1
4595	0
4596	0
4597	1
4598	0
4599	0
4600	0
4601	0
4602	0
4603	0
4604	0
4605	0
4606	0
4607	0
4608	1
4609	0
4610	0
4611	0
4612	0
4613	1
4614	0
4615	0
4616	0
4617	0
4618	1
4619	0
4620	1
4621	1
4622	0
4623	1
4624	0
4625	0
4626	0
4627	0
4628	0
4629	0
4630	1
4631	0
4632	0
4633	0
4634	0
4635	0
4636	1
4637	0
4638	1
4639	0
4640	1
4641	1
4642	1
4643	0
4644	0
4645	0
4646	0
4647	0
4648	1
4649	0
4650	0
4651	1
4652	0
4653	0
4654	0
4655	0
4656	1
4657	0
4658	1
4659	0
4660	1
4661	1
4662	1
4663	1
4664	0
4665	1
4666	1
4667	1
4668	0
4669	0
4670	1
4671	0
4672	1
4673	0
4674	0
4675	1
4676	0
4677	0
4678	0
4679	0
4680	0
4681	1
4682	0
4683	0
4684	0
4685	0
4686	0
4687	0
4688	0
4689	1
4690	1
4691	1
4692	0
4693	0
4694	1
4695	0
4696	1
4697	0
4698	0
4699	1
4700	0
4701	0
4702	0
4703	0
4704	1
4705	0
4706	1
4707	1
4708	0
4709	1
4710	1
4711	1
4712	0
4713	1
4714	1
4715	1
4716	0
4717	0
4718	0
4719	0
4720	0
4721	1
4722	0
4723	1
4724	0
4725	0
4726	1
4727	0
4728	0
4729	0
4730	1
4731	1
4732	0
4733	1
4734	1
4735	1
4736	0
4737	0
4738	0
4739	0
4740	0
4741	0
4742	1
4743	1
4744	0
4745	0
4746	1
4747	0
4748	1
4749	1
4750	0
4751	0
4752	1
4753	0
4754	1
4755	0
4756	0
4757	1
4758	1
4759	0
4760	0
4761	1
4762	0
4763	0
4764	1
4765	0
4766	0
4767	0
4768	0
4769	0
4770	0
4771	0
4772	0
4773	0
4774	0
4775	1
4776	0
4777	1
4778	0
4779	0
4780	1
4781	0
4782	1
4783	0
4784	0
4785	1
4786	1
4787	1
4788	0
4789	0
4790	0
4791	1
4792	1
4793	0
4794	1
4795	0
4796	0
4797	0
4798	0
4799	1
4800	0
4801	0
4802	0
4803	0
4804	1
4805	0
4806	1
4807	0
4808	0
4809	0
4810	0
4811	1
4812	1
4813	0
4814	0
4815	0
4816	0
4817	1
4818	1
4819	0
4820	0
4821	0
4822	0
4823	0
4824	1
4825	0
4826	1
4827	1
4828	0
4829	0
4830	1
4831	1
4832	0
4833	1
4834	1
4835	0
4836	1
4837	1
4838	1
4839	0
4840	1
4841	1
4842	0
4843	0
4844	0
4845	0
4846	1
4847	1
4848	0
4849	0
4850	1
4851	0
4852	0
4853	0
4854	0
4855	1
4856	1
4857	0
4858	1
4859	0
4860	0
4861	0
4862	0
4863	1
4864	0
4865	1
4866	0
4867	0
4868	0
4869	1
4870	1
4871	0
4872	1
4873	1
4874	0
4875	1
4876	0
4877	1
4878	0
4879	0
4880	0
4881	0
4882	1
4883	1
4884	0
4885	0
4886	0
4887	0
4888	1
4889	1
4890	0
4891	1
4892	0
4893	1
4894	0
4895	0
4896	1
4897	1
4898	0
4899	0
4900	0
4901	1
4902	0
4903	1
4904	1
4905	0
4906	0
4907	1
4908	0
4909	0
4910	0
4911	0
4912	0
4913	0
4914	1
4915	0
4916	0
4917	0
4918	0
4919	0
4920	0
4921	1
4922	0
4923	1
4924	1
4925	1
4926	0
4927	0
4928	0
4929	0
4930	0
4931	0
4932	1
4933	1
4934	0
4935	0
4936	0
4937	0
4938	1
4939	0
4940	1
4941	0
4942	0
4943	0
4944	1
4945	0
4946	0
4947	1
4948	0
4949	0
4950	1
4951	1
4952	0
4953	1
4954	0
4955	1
4956	0
4957	1
4958	1
4959	1
4960	0
4961	1
4962	1
4963	0
4964	0
4965	1
4966	0
4967	0
4968	0
4969	1
4970	0
4971	1
4972	1
4973	1
4974	1
4975	1
4976	1
4977	1
4978	0
4979	0
4980	1
4981	1
4982	0
4983	0
4984	0
4985	0
4986	1
4987	0
4988	0
4989	1
4990	0
4991	0
4992	1
4993	1
4994	1
4995	0
4996	0
4997	1
4998	0
4999	0
5000	0
5001	0
5002	1
5003	0
5004	0
5005	1
5006	1
5007	1
5008	1
5009	0
5010	1
5011	0
5012	1
5013	1
5014	1
5015	1
5016	0
5017	1
5018	0
5019	1
5020	0
5021	0
5022	1
5023	0
5024	0
5025	0
5026	0
5027	1
5028	1
5029	1
5030	1
5031	0
5032	0
5033	0
5034	0
5035	1
5036	1
5037	0
5038	0
5039	0
5040	0
5041	0
5042	1
5043	1
5044	0
5045	0
5046	1
5047	0
5048	1
5049	0
5050	1
5051	1
5052	0
5053	0
5054	1
5055	0
5056	0
5057	0
5058	0
5059	0
5060	0
5061	1
5062	0
5063	0
5064	0
5065	1
5066	0
5067	0
5068	1
5069	1
5070	0
5071	1
5072	0
5073	1
5074	1
5075	0
5076	0
5077	1
5078	1
5079	1
5080	0
5081	1
5082	1
5083	0
5084	0
5085	0
5086	1
5087	0
5088	1
5089	0
5090	0
5091	1
5092	0
5093	1
5094	0
5095	0
5096	1
5097	0
5098	1
5099	0
5100	1
5101	1
5102	0
5103	0
5104	1
5105	1
5106	0
5107	1
5108	1
5109	0
5110	0
5111	0
5112	0
5113	1
5114	0
5115	1
5116	0
5117	0
5118	1
5119	1
5120	0
5121	0
5122	1
5123	1
5124	0
5125	1
5126	0
5127	1
5128	0
5129	1
5130	0
5131	0
5132	0
5133	1
5134	1
5135	0
5136	0
5137	0
5138	0
5139	1
5140	0
5141	0
5142	1
5143	1
5144	0
5145	1
5146	0
5147	0
5148	0
5149	0
5150	0
5151	1
5152	1
5153	0
5154	0
5155	0
5156	1
5157	0
5158	0
5159	1
5160	0
5161	0
5162	0
5163	1
5164	0
5165	1
5166	0
5167	0
5168	0
5169	1
5170	0
5171	0
5172	1
5173	1
5174	0
5175	0
5176	0
5177	0
5178	0
5179	0
5180	0
5181	0
5182	0
5183	0
5184	0
5185	0
5186	0
5187	0
5188	0
5189	1
5190	0
5191	1
5192	1
5193	1
5194	1
5195	0
5196	1
5197	1
5198	0
5199	1
5200	0
5201	1
5202	0
5203	1
5204	1
5205	1
5206	0
5207	1
5208	0
5209	0
5210	1
5211	1
5212	0
5213	1
5214	1
5215	0
5216	1
5217	0
5218	1
5219	1
5220	0
5221	0
5222	0
5223	1
5224	0
5225	1
5226	0
5227	0
5228	0
5229	1
5230	0
5231	0
5232	0
5233	1
5234	1
5235	0
5236	0
5237	1
5238	1
5239	0
5240	0
5241	0
5242	1
5243	0
5244	0
5245	0
5246	0
5247	0
5248	0
5249	1
5250	1
5251	1
5252	1
5253	0
5254	1
5255	0
5256	1
5257	0
5258	1
5259	1
5260	0
5261	1
5262	1
5263	0
5264	1
5265	1
5266	0
5267	1
5268	0
5269	0
5270	0
5271	0
5272	0
5273	0
5274	0
5275	0
5276	0
5277	0
5278	0
5279	1
5280	0
5281	0
5282	1
5283	0
5284	0
5285	0
5286	0
5287	0
5288	0
5289	0
5290	1
5291	0
5292	0
5293	1
5294	1
5295	0
5296	1
5297	1
5298	0
5299	0
5300	1
5301	0
5302	0
5303	1
5304	0
5305	1
5306	1
5307	0
5308	0
5309	0
5310	0
5311	0
5312	1
5313	0
5314	0
5315	1
5316	0
5317	0
5318	1
5319	0
5320	0
5321	0
5322	0
5323	1
5324	1
5325	0
5326	1
5327	1
5328	0
5329	0
5330	0
5331	0
5332	0
5333	0
5334	0
5335	0
5336	1
5337	1
5338	0
5339	1
5340	1
5341	0
5342	0
5343	0
5344	1
5345	0
5346	0
5347	0
5348	0
5349	0
5350	1
5351	1
5352	1
5353	0
5354	1
5355	0
5356	1
5357	0
5358	0
5359	0
5360	1
5361	0
5362	0
5363	0
5364	0
5365	1
5366	1
5367	0
5368	0
5369	0
5370	1
5371	1
5372	1
5373	0
5374	0
5375	1
5376	0
5377	1
5378	1
5379	1
5380	1
5381	0
5382	0
5383	0
5384	0
5385	1
5386	0
5387	0
5388	0
5389	0
5390	0
5391	1
5392	0
5393	0
5394	0
5395	1
5396	1
5397	0
5398	0
5399	0
5400	0
5401	0
5402	1
5403	0
5404	0
5405	0
5406	0
5407	1
5408	0
5409	1
5410	0
5411	0
5412	1
5413	0
5414	1
5415	0
5416	1
5417	1
5418	0
5419	0
5420	0
5421	1
5422	0
5423	0
5424	0
5425	1
5426	0
5427	0
5428	0
5429	0
5430	1
5431	1
5432	1
5433	0
5434	0
5435	1
5436	0
5437	0
5438	0
5439	0
5440	0
5441	1
5442	0
5443	0
5444	1
5445	0
5446	0
5447	1
5448	1
5449	0
5450	1
5451	0
5452	0
5453	0
5454	0
5455	0
5456	1
5457	0
5458	1
5459	1
5460	0
5461	0
5462	0
5463	1
5464	0
5465	0
5466	0
5467	0
5468	0
5469	1
5470	0
5471	0
5472	0
5473	1
5474	0
5475	0
5476	0
5477	0
5478	1
5479	0
5480	1
5481	0
5482	0
5483	0
5484	0
5485	1
5486	0
5487	1
5488	0
5489	0
5490	1
5491	1
5492	1
5493	0
5494	0
5495	1
5496	0
5497	0
5498	0
5499	0
5500	0
5501	0
5502	0
5503	0
5504	0
5505	1
5506	1
5507	0
5508	0
5509	0
5510	0
5511	0
5512	0
5513	1
5514	1
5515	0
5516	0
5517	0
5518	1
5519	0
5520	0
5521	1
5522	1
5523	1
5524	1
5525	0
5526	0
5527	1
5528	0
5529	1
5530	1
5531	1
5532	1
5533	1
5534	1
5535	0
5536	1
5537	0
5538	0
5539	0
5540	0
5541	1
5542	1
5543	0
5544	0
5545	1
5546	0
5547	1
5548	0
5549	0
5550	0
5551	1
5552	0
5553	0
5554	1
5555	0
5556	0
5557	0
5558	0
5559	0
5560	0
5561	1
5562	0
5563	0
5564	1
5565	0
5566	1
5567	0
5568	1
5569	0
5570	1
5571	0
5572	1
5573	1
5574	0
5575	1
5576	1
5577	1
5578	0
5579	0
5580	0
5581	0
5582	1
5583	1
5584	0
5585	1
5586	1
5587	1
5588	0
5589	1
5590	0
5591	1
5592	0
5593	0
5594	1
5595	1
5596	0
5597	0
5598	1
5599	0
5600	1
5601	0
5602	1
5603	0
5604	1
5605	0
5606	0
5607	0
5608	0
5609	1
5610	0
5611	0
5612	1
5613	0
5614	1
5615	0
5616	1
5617	1
5618	0
5619	1
5620	1
5621	0
5622	1
5623	0
5624	0
5625	0
5626	1
5627	1
5628	1
5629	0
5630	1
5631	0
5632	0
5633	0
5634	0
5635	0
5636	1
5637	1
5638	1
5639	1
5640	1
5641	0
5642	1
5643	0
5644	0
5645	1
5646	0
5647	0
5648	1
5649	1
5650	0
5651	0
5652	0
5653	0
5654	1
5655	0
5656	0
5657	0
5658	1
5659	1
5660	0
5661	0
5662	0
5663	1
5664	0
5665	0
5666	0
5667	0
5668	1
5669	0
5670	1
5671	0
5672	0
5673	0
5674	0
5675	0
5676	1
5677	1
5678	0
5679	1
5680	0
5681	0
5682	1
5683	0
5684	0
5685	1
5686	0
5687	0
5688	0
5689	0
5690	1
5691	0
5692	1
5693	0
5694	1
5695	0
5696	1
5697	1
5698	0
5699	0
5700	1
5701	0
5702	0
5703	1
5704	0
5705	1
5706	1
5707	1
5708	1
5709	0
5710	1
5711	0
5712	1
5713	0
5714	0
5715	0
5716	1
5717	0
5718	1
5719	1
5720	0
5721	1
5722	0
5723	1
5724	0
5725	1
5726	0
5727	0
5728	0
5729	0
5730	0
5731	0
5732	0
5733	1
5734	0
5735	0
5736	0
5737	0
5738	0
5739	0
5740	0
5741	1
5742	1
5743	1
5744	0
5745	0
5746	1
5747	0
5748	0
5749	0
5750	1
5751	1
5752	1
5753	1
5754	0
5755	0
5756	0
5757	1
5758	1
5759	1
5760	1
5761	1
5762	0
5763	1
5764	1
5765	1
5766	0
5767	1
5768	0
5769	0
5770	0
5771	1
5772	0
5773	0
5774	0
5775	0
5776	0
5777	0
5778	1
5779	0
5780	1
5781	0
5782	1
5783	1
5784	1
5785	0
5786	0
5787	0
5788	1
5789	1
5790	0
5791	0
5792	0
5793	0
5794	0
5795	0
5796	1
